ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000245932,ENSG00000125753,ENST00000245932,,27942000,0.15,2.73,4.29,1250052.632,0.10,ENSP00000245932_ENSG00000125753_ENST00000245932;ENSP00000467005_ENSG00000125753_ENST00000586014,380,NaN
ENSP00000327704,ENSG00000125818,ENST00000333082,,4308200,0.03,0.44,0.78,174874.5387,0.01,ENSP00000327704_ENSG00000125818_ENST00000333082;ENSP00000338039_ENSG00000125818_ENST00000335877;ENSP00000246015_ENSG00000125818_ENST00000246015;ENSP00000371324_ENSG00000125818_ENST00000381899;ENSP00000371323_ENSG00000125818_ENST00000381898,271,NaN
ENSP00000246069,ENSG00000125868,ENST00000246069,,2878000,0.12,1.14,2.16,191860.6061,0.06,ENSP00000246069_ENSG00000125868_ENST00000246069;ENSP00000434355_ENSG00000125868_ENST00000449141;ENSP00000476975_ENSG00000125868_ENST00000474024,165,NaN
ENSP00000246071,ENSG00000125870,ENST00000246071,,13414000,0.04,0.88,1.46,596177.7778,0.03,ENSP00000246071_ENSG00000125870_ENST00000246071;ENSP00000367178_ENSG00000125870_ENST00000377943,225,NaN
ENSP00000366939,ENSG00000125871,ENST00000377710,,1206100,0.00,0.07,0.07,66619.18605,0.00,ENSP00000366939_ENSG00000125871_ENST00000377710;ENSP00000366938_ENSG00000125871_ENST00000377709;ENSP00000366933_ENSG00000125871_ENST00000377704,344,NaN
ENSP00000369456,ENSG00000125877,ENST00000380113,,544680,0.01,0.11,0.11,28076.28866,0.01,ENSP00000369456_ENSG00000125877_ENST00000380113;ENSP00000413282_ENSG00000125877_ENST00000455664,194,NaN
ENSP00000363745,ENSG00000125944,ENST00000374616,,66472000,0.19,2.05,4.17,3553459.119,0.09,ENSP00000363745_ENSG00000125944_ENST00000374616;ENSP00000304405_ENSG00000125944_ENST00000302271;ENSP00000363741_ENSG00000125944_ENST00000374612;ENSP00000474437_ENSG00000125944_ENST00000478691;ENSP00000392799_ENSG00000125944_ENST00000427764;ENSP00000475760_ENSG00000125944_ENST00000606561;ENSP00000415042_ENSG00000125944_ENST00000426846,636,NaN
ENSP00000246194,ENSG00000125970,ENST00000246194,,7847100,0.04,0.63,1.08,461601.3072,0.02,ENSP00000246194_ENSG00000125970_ENST00000246194;ENSP00000364255_ENSG00000125970_ENST00000375114;ENSP00000415973_ENSG00000125970_ENST00000442805;ENSP00000413638_ENSG00000125970_ENST00000448364;ENSP00000327522_ENSG00000125970_ENST00000333552;ENSP00000403744_ENSG00000125970_ENST00000413297,306,NaN
ENSP00000363979,ENSG00000125971,ENST00000374846,,3842800,0.03,0.41,0.68,207716.2162,0.02,ENSP00000363979_ENSG00000125971_ENST00000374846;ENSP00000455791_ENSG00000168589_ENST00000562982;ENSP00000409090_ENSG00000125971_ENST00000417166;ENSP00000302936_ENSG00000168589_ENST00000305904;ENSP00000349679_ENSG00000125971_ENST00000357156;ENSP00000342009_ENSG00000168589_ENST00000338542;ENSP00000300469_ENSG00000125971_ENST00000300469;ENSP00000455216_ENSG00000168589_ENST00000561880,148,NaN
ENSP00000364119,ENSG00000125977,ENST00000374980,,3108900,0.02,0.13,0.21,186723.7237,0.01,ENSP00000364119_ENSG00000125977_ENST00000374980,333,333
ENSP00000338293,ENSG00000125995,ENST00000336695,,7244300,0.09,2.63,4.61,366797.4684,0.05,ENSP00000338293_ENSG00000125995_ENST00000336695;ENSP00000363190_ENSG00000125995_ENST00000374077;ENSP00000363191_ENSG00000125995_ENST00000374078;ENSP00000380561_ENSG00000125995_ENST00000397416;ENSP00000363185_ENSG00000125995_ENST00000374072,79,NaN
ENSP00000362334,ENSG00000126067,ENST00000373237,,63356000,0.22,3.53,6.36,3152039.801,0.12,ENSP00000362334_ENSG00000126067_ENST00000373237,201,201
ENSP00000246337,ENSG00000126088,ENST00000246337,,6731500,0.02,0.51,0.61,293460.4905,0.01,ENSP00000246337_ENSG00000126088_ENST00000246337;ENSP00000400253_ENSG00000126088_ENST00000428106,367,NaN
ENSP00000468041,ENSG00000126247,ENST00000587718,,66078000,0.17,3.35,5.75,2462515.528,0.10,ENSP00000468041_ENSG00000126247_ENST00000587718;ENSP00000466113_ENSG00000126247_ENST00000588780;ENSP00000246533_ENSG00000126247_ENST00000246533;ENSP00000464849_ENSG00000126247_ENST00000588815;ENSP00000474036_ENSG00000126247_ENST00000590049;ENSP00000466386_ENSG00000126247_ENST00000591041;ENSP00000464903_ENSG00000126247_ENST00000586851;ENSP00000475804_ENSG00000126247_ENST00000586963;ENSP00000465575_ENSG00000126247_ENST00000590874,322,NaN
ENSP00000246548,ENSG00000126261,ENST00000246548,,3515200,0.02,0.18,0.36,159281.25,0.01,ENSP00000246548_ENSG00000126261_ENST00000246548;ENSP00000437484_ENSG00000126261_ENST00000439527;ENSP00000468756_ENSG00000126261_ENST00000591016,640,NaN
ENSP00000246554,ENSG00000126267,ENST00000246554,,456110000,1.01,5.26,22.89,37125581.4,0.23,ENSP00000246554_ENSG00000126267_ENST00000246554;ENSP00000376037_ENSG00000126267_ENST00000392201;ENSP00000466818_ENSG00000126267_ENST00000592141,86,NaN
ENSP00000265462,ENSG00000126432,ENST00000265462,,140370000,0.42,2.78,7.28,8527102.804,0.16,ENSP00000265462_ENSG00000126432_ENST00000265462;ENSP00000335334_ENSG00000126432_ENST00000352435,214,NaN
ENSP00000406162,ENSG00000126457,ENST00000454376,,357060,0.01,0.06,0.13,20211.05121,0.00,ENSP00000406162_ENSG00000126457_ENST00000454376;ENSP00000375724_ENSG00000126457_ENST00000391851;ENSP00000433556_ENSG00000126457_ENST00000532489,371,NaN
ENSP00000394510,ENSG00000126464,ENST00000418929,,2081300,0.00,0.09,0.28,65427.30845,0.00,ENSP00000394510_ENSG00000126464_ENST00000418929,2036,2036
ENSP00000341208,ENSG00000126561,ENST00000345506,,1052600,0.01,0.18,0.26,54355.16373,0.01,ENSP00000341208_ENSG00000126561_ENST00000345506;ENSP00000468749_ENSG00000126561_ENST00000590949;ENSP00000400320_ENSG00000126561_ENST00000452307;ENSP00000443107_ENSG00000126561_ENST00000546010;ENSP00000465437_ENSG00000126561_ENST00000588868;ENSP00000466320_ENSG00000126561_ENST00000587646,794,NaN
ENSP00000246957,ENSG00000126602,ENST00000246957,,6180800,0.04,0.42,0.69,351178.9773,0.02,ENSP00000246957_ENSG00000126602_ENST00000246957;ENSP00000442070_ENSG00000126602_ENST00000538171;ENSP00000458166_ENSG00000126602_ENST00000575671,704,NaN
ENSP00000263697,ENSG00000126698,ENST00000263697,,10254000,0.04,0.72,0.93,526877.4704,0.03,ENSP00000263697_ENSG00000126698_ENST00000263697;ENSP00000474440_ENSG00000126698_ENST00000603289,253,NaN
ENSP00000405014,ENSG00000126883,ENST00000451030,,956780,0.00,0.11,0.11,33860.3539,0.00,ENSP00000405014_ENSG00000126883_ENST00000451030;ENSP00000352400_ENSG00000126883_ENST00000359428;ENSP00000396576_ENSG00000126883_ENST00000411637;ENSP00000416934_ENSG00000126883_ENST00000453861;ENSP00000436793_ENSG00000126883_ENST00000483497;ENSP00000435364_ENSG00000126883_ENST00000531600;ENSP00000434223_ENSG00000126883_ENST00000530863,2091,NaN
ENSP00000361927,ENSG00000126945,ENST00000316594,,6108900,0.13,1.83,4.43,231291.7595,0.05,ENSP00000361927_ENSG00000126945_ENST00000316594;ENSP00000468882_ENSG00000268642_ENST00000602060,449,NaN
ENSP00000361993,ENSG00000126953,ENST00000372902,,44078000,0.09,1.47,2.21,2272061.856,0.06,ENSP00000361993_ENSG00000126953_ENST00000372902;ENSP00000470340_ENSG00000268249_ENST00000599969,97,NaN
ENSP00000394817,ENSG00000127022,ENST00000415618,,211740000,0.25,3.71,7.77,11481818.18,0.12,ENSP00000394817_ENSG00000127022_ENST00000415618;ENSP00000247461_ENSG00000127022_ENST00000247461;ENSP00000391646_ENSG00000127022_ENST00000452673;ENSP00000424063_ENSG00000127022_ENST00000504734;ENSP00000423588_ENSG00000127022_ENST00000512607,627,NaN
ENSP00000287996,ENSG00000127080,ENST00000287996,,1346500,0.02,0.61,0.66,76784.11405,0.02,ENSP00000287996_ENSG00000127080_ENST00000287996,491,491
ENSP00000247655,ENSG00000127184,ENST00000247655,,5691300,0.05,0.93,1.40,451682.5397,0.03,ENSP00000247655_ENSG00000127184_ENST00000247655;ENSP00000425759_ENSG00000127184_ENST00000509578;ENSP00000422012_ENSG00000127184_ENST00000515763,63,NaN
ENSP00000250559,ENSG00000127314,ENST00000250559,,237190000,0.39,3.47,8.61,12890760.87,0.16,ENSP00000250559_ENSG00000127314_ENST00000250559;ENSP00000377085_ENSG00000127314_ENST00000393436;ENSP00000439966_ENSG00000127314_ENST00000537460;ENSP00000441275_ENSG00000127314_ENST00000341355;ENSP00000444467_ENSG00000127314_ENST00000538980;ENSP00000446318_ENSG00000127314_ENST00000540209;ENSP00000399986_ENSG00000127314_ENST00000450214;ENSP00000444830_ENSG00000127314_ENST00000539091;ENSP00000368270_ENSG00000127314_ENST00000378985;ENSP00000445090_ENSG00000127314_ENST00000543393;ENSP00000443775_ENSG00000127314_ENST00000535492;ENSP00000443851_ENSG00000127314_ENST00000541216;ENSP00000401095_ENSG00000127314_ENST00000425247;ENSP00000440014_ENSG00000127314_ENST00000542145,184,NaN
ENSP00000342105,ENSG00000127334,ENST00000344096,,296410,0.01,0.09,0.19,16768.7188,0.00,ENSP00000342105_ENSG00000127334_ENST00000344096;ENSP00000377186_ENSG00000127334_ENST00000393555,601,NaN
ENSP00000247970,ENSG00000127445,ENST00000247970,,14321000,0.10,1.36,2.42,878588.9571,0.06,ENSP00000247970_ENSG00000127445_ENST00000247970;ENSP00000466962_ENSG00000127445_ENST00000588695;ENSP00000466780_ENSG00000127445_ENST00000591777;ENSP00000466656_ENSG00000127445_ENST00000587625,163,NaN
ENSP00000364416,ENSG00000127481,ENST00000375267,,379560,0.00,0.11,0.14,17504.99616,0.00,ENSP00000364416_ENSG00000127481_ENST00000375267;ENSP00000364403_ENSG00000127481_ENST00000375254;ENSP00000364365_ENSG00000127481_ENST00000375217;ENSP00000364374_ENSG00000127481_ENST00000375226,5204,NaN
ENSP00000312625,ENSG00000127483,ENST00000312239,,8414000,0.03,0.50,0.89,380379.7468,0.02,ENSP00000312625_ENSG00000127483_ENST00000312239;ENSP00000391721_ENSG00000127483_ENST00000419948;ENSP00000364142_ENSG00000127483_ENST00000375003;ENSP00000403039_ENSG00000127483_ENST00000438032;ENSP00000402754_ENSG00000127483_ENST00000424732,553,NaN
ENSP00000248114,ENSG00000127554,ENST00000248114,,1300500,0.05,0.70,1.40,50751.21951,0.02,ENSP00000248114_ENSG00000127554_ENST00000248114;ENSP00000456189_ENSG00000127554_ENST00000561710;ENSP00000456432_ENSG00000127554_ENST00000569451,205,NaN
ENSP00000455823,ENSG00000127603,ENST00000567887,,84488,0.00,0.01,0.01,4863.145416,0.00,ENSP00000455823_ENSG00000127603_ENST00000567887;ENSP00000455274_ENSG00000127603_ENST00000564288;ENSP00000362006_ENSG00000127603_ENST00000372915;ENSP00000289893_ENSG00000127603_ENST00000289893;ENSP00000313438_ENSG00000127603_ENST00000317713;ENSP00000354573_ENSG00000127603_ENST00000361689;ENSP00000439537_ENSG00000127603_ENST00000545844;ENSP00000444364_ENSG00000127603_ENST00000539005;ENSP00000362016_ENSG00000127603_ENST00000372925,7592,NaN
ENSP00000350720,ENSG00000127616,ENST00000358026,,93965,0.00,0.05,0.09,3637.701013,0.00,ENSP00000350720_ENSG00000127616_ENST00000358026;ENSP00000343896_ENSG00000127616_ENST00000344626;ENSP00000395654_ENSG00000127616_ENST00000429416;ENSP00000414727_ENSG00000127616_ENST00000413806;ENSP00000445036_ENSG00000127616_ENST00000541122;ENSP00000397783_ENSG00000127616_ENST00000450717;ENSP00000464778_ENSG00000127616_ENST00000589677;ENSP00000466963_ENSG00000127616_ENST00000590574;ENSP00000392837_ENSG00000127616_ENST00000444061,1679,NaN
ENSP00000248437,ENSG00000127824,ENST00000248437,,42637000,1.63,15.42,49.59,1998616.071,0.51,ENSP00000248437_ENSG00000127824_ENST00000248437;ENSP00000375938_ENSG00000127824_ENST00000392088,448,NaN
ENSP00000357535,ENSG00000127884,ENST00000368547,,13544000,0.08,1.07,1.97,840655.1724,0.04,ENSP00000357535_ENSG00000127884_ENST00000368547,290,290
ENSP00000351922,ENSG00000127914,ENST00000359028,,3659900,0.00,0.02,0.02,221784.7098,0.00,ENSP00000351922_ENSG00000127914_ENST00000359028;ENSP00000348573_ENSG00000127914_ENST00000356239;ENSP00000350813_ENSG00000127914_ENST00000358100;ENSP00000378042_ENSG00000127914_ENST00000394534,3911,NaN
ENSP00000336747,ENSG00000127946,ENST00000336926,,135350,0.01,0.08,0.29,7439.537126,0.00,ENSP00000336747_ENSG00000127946_ENST00000336926;ENSP00000460815_ENSG00000263334_ENST00000575057;ENSP00000410300_ENSG00000127946_ENST00000434438;ENSP00000459517_ENSG00000263334_ENST00000576304,1037,NaN
ENSP00000264221,ENSG00000128050,ENST00000264221,,203900000,0.45,4.31,9.51,9115764.706,0.20,ENSP00000264221_ENSG00000128050_ENST00000264221;ENSP00000421096_ENSG00000128050_ENST00000512576;ENSP00000424053_ENSG00000128050_ENST00000505164;ENSP00000382595_ENSG00000128050_ENST00000399688,425,NaN
ENSP00000264220,ENSG00000128059,ENST00000264220,,279660,0.00,0.11,0.11,13523.21083,0.00,ENSP00000264220_ENSG00000128059_ENST00000264220;ENSP00000423781_ENSG00000128059_ENST00000510643;ENSP00000425119_ENSG00000128059_ENST00000507724,517,NaN
ENSP00000248958,ENSG00000128228,ENST00000248958,,10524000,0.04,1.00,1.80,571447.9638,0.02,ENSP00000248958_ENSG00000128228_ENST00000248958,221,221
ENSP00000248975,ENSG00000128245,ENST00000248975,,34816000,0.22,2.70,4.50,2264430.894,0.13,ENSP00000248975_ENSG00000128245_ENST00000248975;ENSP00000406747_ENSG00000128245_ENST00000420430,246,NaN
ENSP00000249042,ENSG00000128311,ENST00000249042,,5314500,0.02,0.37,0.52,286306.3973,0.02,ENSP00000249042_ENSG00000128311_ENST00000249042;ENSP00000385828_ENSG00000128311_ENST00000403892,297,NaN
ENSP00000249071,ENSG00000128340,ENST00000249071,,447650000,1.06,14.31,33.17,18652083.33,0.46,ENSP00000249071_ENSG00000128340_ENST00000249071;ENSP00000385590_ENSG00000128340_ENST00000405484;ENSP00000385270_ENSG00000128340_ENST00000406508;ENSP00000403778_ENSG00000128340_ENST00000441619,192,NaN
ENSP00000420381,ENSG00000128595,ENST00000479257,,1939600,0.01,0.13,0.13,102083.5913,0.01,ENSP00000420381_ENSG00000128595_ENST00000479257;ENSP00000249364_ENSG00000128595_ENST00000249364;ENSP00000438248_ENSG00000128595_ENST00000542996;ENSP00000408838_ENSG00000128595_ENST00000449187;ENSP00000442110_ENSG00000128595_ENST00000535011;ENSP00000438994_ENSG00000128595_ENST00000538546;ENSP00000439139_ENSG00000128595_ENST00000535623;ENSP00000417973_ENSG00000128595_ENST00000493278,323,NaN
ENSP00000347988,ENSG00000128609,ENST00000355749,,157300000,0.26,3.93,6.55,6780344.828,0.16,ENSP00000347988_ENSG00000128609_ENST00000355749;ENSP00000417142_ENSG00000128609_ENST00000471770;ENSP00000368072_ENSG00000128609_ENST00000378795;ENSP00000418633_ENSG00000128609_ENST00000470123;ENSP00000417331_ENSG00000128609_ENST00000466896,116,NaN
ENSP00000249442,ENSG00000128654,ENST00000249442,,1611600,0.00,0.16,0.16,67403.04183,0.00,ENSP00000249442_ENSG00000128654_ENST00000249442;ENSP00000376314_ENSG00000128654_ENST00000392529;ENSP00000398757_ENSG00000128654_ENST00000452865;ENSP00000414176_ENSG00000128654_ENST00000443241,263,NaN
ENSP00000264108,ENSG00000128708,ENST00000264108,,7843200,0.02,0.35,0.70,299498.8067,0.01,ENSP00000264108_ENSG00000128708_ENST00000264108;ENSP00000376363_ENSG00000128708_ENST00000392584,419,NaN
ENSP00000408767,ENSG00000128739,ENST00000444203,,5161400,0.04,0.49,0.82,359606.5574,0.02,ENSP00000408767_ENSG00000128739_ENST00000444203;ENSP00000452342_ENSG00000128739_ENST00000554227;ENSP00000306223_ENSG00000128739_ENST00000346403;ENSP00000375105_ENSG00000128739_ENST00000390687;ENSP00000382969_ENSG00000128739_ENST00000400097;ENSP00000382970_ENSG00000128739_ENST00000400098;ENSP00000382972_ENSG00000128739_ENST00000400100;ENSP00000412566_ENSG00000125835_ENST00000438552;ENSP00000463458_ENSG00000128739_ENST00000577565;ENSP00000370746_ENSG00000125835_ENST00000381342;ENSP00000463510_ENSG00000128739_ENST00000579070;ENSP00000474579_ENSG00000125835_ENST00000474384;ENSP00000462211_ENSG00000128739_ENST00000584968,244,NaN
ENSP00000320563,ENSG00000128815,ENST00000325239,,542590,0.00,0.11,0.18,24028.26633,0.00,ENSP00000320563_ENSG00000128815_ENST00000325239;ENSP00000403789_ENSG00000128815_ENST00000413659,3184,NaN
ENSP00000249750,ENSG00000128918,ENST00000249750,,1562300,0.01,0.15,0.20,72384.16988,0.01,ENSP00000249750_ENSG00000128918_ENST00000249750;ENSP00000438296_ENSG00000128918_ENST00000537372;ENSP00000453600_ENSG00000128918_ENST00000558231;ENSP00000309623_ENSG00000128918_ENST00000347587;ENSP00000453408_ENSG00000128918_ENST00000559517,518,NaN
ENSP00000370376,ENSG00000128951,ENST00000331200,,8996900,0.04,0.58,0.83,606944.4444,0.03,ENSP00000370376_ENSG00000128951_ENST00000331200;ENSP00000454183_ENSG00000128951_ENST00000559416;ENSP00000405160_ENSG00000128951_ENST00000455976;ENSP00000453717_ENSG00000128951_ENST00000558813;ENSP00000452749_ENSG00000128951_ENST00000558472;ENSP00000452814_ENSG00000128951_ENST00000558978;ENSP00000454041_ENSG00000128951_ENST00000559540;ENSP00000453667_ENSG00000128951_ENST00000559935,252,NaN
ENSP00000249806,ENSG00000128973,ENST00000249806,,2062300,0.01,0.70,1.06,53048.23151,0.01,ENSP00000249806_ENSG00000128973_ENST00000249806;ENSP00000457783_ENSG00000128973_ENST00000566347;ENSP00000457822_ENSG00000128973_ENST00000564752;ENSP00000457384_ENSG00000128973_ENST00000565471;ENSP00000454818_ENSG00000128973_ENST00000567060;ENSP00000456336_ENSG00000260007_ENST00000562767,311,NaN
ENSP00000455610,ENSG00000128989,ENST00000569723,,8711700,0.35,2.66,4.74,613492.9577,0.20,ENSP00000455610_ENSG00000128989_ENST00000569723;ENSP00000358012_ENSG00000143420_ENST00000369016;ENSP00000358005_ENSG00000143420_ENST00000369009;ENSP00000348921_ENSG00000143420_ENST00000356527;ENSP00000341743_ENSG00000143420_ENST00000339643;ENSP00000355239_ENSG00000143420_ENST00000361631;ENSP00000424242_ENSG00000143420_ENST00000503241;ENSP00000454341_ENSG00000128989_ENST00000561971;ENSP00000454612_ENSG00000128989_ENST00000564163;ENSP00000358010_ENSG00000143420_ENST00000369014;ENSP00000271690_ENSG00000143420_ENST00000271690;ENSP00000354835_ENSG00000143420_ENST00000361532;ENSP00000422343_ENSG00000143420_ENST00000513281;ENSP00000249822_ENSG00000128989_ENST00000249822;ENSP00000454297_ENSG00000128989_ENST00000569281;ENSP00000455151_ENSG00000128989_ENST00000567669;ENSP00000455625_ENSG00000128989_ENST00000566423;ENSP00000454234_ENSG00000128989_ENST00000561650;ENSP00000455986_ENSG00000128989_ENST00000563277;ENSP00000457631_ENSG00000128989_ENST00000563566;ENSP00000457805_ENSG00000128989_ENST00000568196;ENSP00000457123_ENSG00000128989_ENST00000567830,71,NaN
ENSP00000261517,ENSG00000129003,ENST00000261517,,103600,0.00,0.03,0.03,5382.893685,0.00,ENSP00000261517_ENSG00000129003_ENST00000261517;ENSP00000249837_ENSG00000129003_ENST00000249837;ENSP00000379233_ENSG00000129003_ENST00000395896;ENSP00000379235_ENSG00000129003_ENST00000395898,3753,NaN
ENSP00000249923,ENSG00000129083,ENST00000249923,,10807000,0.06,0.92,1.39,544323.1899,0.04,ENSP00000249923_ENSG00000129083_ENST00000249923;ENSP00000397873_ENSG00000129083_ENST00000439561,953,NaN
ENSP00000414359,ENSG00000129084,ENST00000418988,,39079000,0.22,3.15,6.00,2469665.428,0.12,ENSP00000414359_ENSG00000129084_ENST00000418988;ENSP00000379675_ENSG00000129084_ENST00000396393;ENSP00000379676_ENSG00000129084_ENST00000396394;ENSP00000441166_ENSG00000129084_ENST00000530457;ENSP00000392242_ENSG00000129084_ENST00000419365;ENSP00000457299_ENSG00000256206_ENST00000555531,269,NaN
ENSP00000400922,ENSG00000129103,ENST00000434526,,765730,0.02,0.20,0.33,38287.5,0.01,ENSP00000400922_ENSG00000129103_ENST00000434526;ENSP00000378824_ENSG00000129103_ENST00000395436;ENSP00000378823_ENSG00000129103_ENST00000395435;ENSP00000415989_ENSG00000129103_ENST00000437307;ENSP00000275607_ENSG00000129103_ENST00000275607,320,NaN
ENSP00000349576,ENSG00000129187,ENST00000357067,,3500500,0.02,0.47,0.47,203730.1587,0.02,ENSP00000349576_ENSG00000129187_ENST00000357067,189,189
ENSP00000250101,ENSG00000129235,ENST00000250101,,2316600,0.03,0.64,0.64,150674.7967,0.03,ENSP00000250101_ENSG00000129235_ENST00000250101;ENSP00000460577_ENSG00000129235_ENST00000574838;ENSP00000458157_ENSG00000129235_ENST00000574734,123,NaN
ENSP00000404121,ENSG00000129351,ENST00000449870,,61139000,0.13,2.09,3.66,2655233.853,0.08,ENSP00000404121_ENSG00000129351_ENST00000449870;ENSP00000468181_ENSG00000129351_ENST00000588657;ENSP00000315205_ENSG00000129351_ENST00000318511;ENSP00000468156_ENSG00000129351_ENST00000590261;ENSP00000384660_ENSG00000129351_ENST00000407004;ENSP00000465219_ENSG00000129351_ENST00000589998;ENSP00000465515_ENSG00000129351_ENST00000592763;ENSP00000250241_ENSG00000129351_ENST00000250241;ENSP00000405436_ENSG00000129351_ENST00000420083,898,NaN
ENSP00000250495,ENSG00000129559,ENST00000250495,,73461000,0.36,2.73,5.66,2720740.741,0.17,ENSP00000250495_ENSG00000129559_ENST00000250495;ENSP00000431482_ENSG00000255526_ENST00000534348;ENSP00000474249_ENSG00000255526_ENST00000605847;ENSP00000432117_ENSG00000255526_ENST00000530579;ENSP00000380040_ENSG00000129559_ENST00000396828;ENSP00000448192_ENSG00000129559_ENST00000524927,81,NaN
ENSP00000396452,ENSG00000130021,ENST00000424830,,21538000,0.06,0.94,1.65,772270.9163,0.03,ENSP00000396452_ENSG00000130021_ENST00000424830;ENSP00000370467_ENSG00000130021_ENST00000381077;ENSP00000441208_ENSG00000130021_ENST00000540122;ENSP00000430995_ENSG00000130021_ENST00000486446;ENSP00000406260_ENSG00000130021_ENST00000412827,251,NaN
ENSP00000466134,ENSG00000130175,ENST00000592741,,56057000,0.06,1.33,2.27,2095514.019,0.04,ENSP00000466134_ENSG00000130175_ENST00000592741;ENSP00000252455_ENSG00000130175_ENST00000252455;ENSP00000465461_ENSG00000130175_ENST00000589838;ENSP00000395616_ENSG00000130175_ENST00000412601;ENSP00000465489_ENSG00000130175_ENST00000591462;ENSP00000466012_ENSG00000130175_ENST00000587327,535,NaN
ENSP00000252487,ENSG00000130204,ENST00000252487,,20042000,0.04,0.90,1.44,555180.0554,0.03,ENSP00000252487_ENSG00000130204_ENST00000252487;ENSP00000385184_ENSG00000130204_ENST00000405636;ENSP00000410339_ENSG00000130204_ENST00000426677;ENSP00000466084_ENSG00000130204_ENST00000592434;ENSP00000465032_ENSG00000130204_ENST00000589649,361,NaN
ENSP00000404853,ENSG00000130227,ENST00000434536,,1217300,0.01,0.17,0.22,59979.0146,0.01,ENSP00000404853_ENSG00000130227_ENST00000434536;ENSP00000252512_ENSG00000130227_ENST00000252512,1096,NaN
ENSP00000252543,ENSG00000130255,ENST00000347512,,132300000,0.51,8.62,15.52,3779904.762,0.29,ENSP00000252543_ENSG00000130255_ENST00000347512;ENSP00000378081_ENSG00000130255_ENST00000394580;ENSP00000462609_ENSG00000130255_ENST00000579649;ENSP00000464342_ENSG00000130255_ENST00000577222;ENSP00000464613_ENSG00000130255_ENST00000579446,105,NaN
ENSP00000252603,ENSG00000130313,ENST00000252603,,72050000,0.27,3.22,6.26,3630387.597,0.14,ENSP00000252603_ENSG00000130313_ENST00000252603;ENSP00000472345_ENSG00000130313_ENST00000600923;ENSP00000471446_ENSG00000130313_ENST00000594761;ENSP00000471951_ENSG00000130313_ENST00000595782,258,NaN
ENSP00000383623,ENSG00000130396,ENST00000400822,,113740,0.01,0.09,0.15,5767.720829,0.00,ENSP00000383623_ENSG00000130396_ENST00000400822;ENSP00000252692_ENSG00000130396_ENST00000351017;ENSP00000355771_ENSG00000130396_ENST00000366806;ENSP00000404595_ENSG00000130396_ENST00000447894;ENSP00000421441_ENSG00000130396_ENST00000507704,1834,NaN
ENSP00000252699,ENSG00000130402,ENST00000252699,,55407000,0.25,2.47,4.77,3345115.258,0.13,ENSP00000252699_ENSG00000130402_ENST00000252699;ENSP00000439497_ENSG00000130402_ENST00000390009;ENSP00000411187_ENSG00000130402_ENST00000424234,911,NaN
ENSP00000385697,ENSG00000130414,ENST00000404554,,8230800,0.03,0.57,0.92,485410.2564,0.02,ENSP00000385697_ENSG00000130414_ENST00000404554;ENSP00000252711_ENSG00000130414_ENST00000252711;ENSP00000302321_ENSG00000130414_ENST00000307300,390,NaN
ENSP00000252725,ENSG00000130429,ENST00000252725,,54661000,0.18,4.36,7.30,2644865.591,0.11,ENSP00000252725_ENSG00000130429_ENST00000252725;ENSP00000389631_ENSG00000130429_ENST00000451682,372,NaN
ENSP00000477443,ENSG00000130520,ENST00000594828,,14651000,0.10,2.74,4.84,923361.3445,0.05,ENSP00000477443_ENSG00000130520_ENST00000594828;ENSP00000469468_ENSG00000130520_ENST00000593829;ENSP00000475950_ENSG00000130520_ENST00000252816,238,NaN
ENSP00000417401,ENSG00000130589,ENST00000467148,,198080,0.00,0.05,0.05,10318.9883,0.00,ENSP00000417401_ENSG00000130589_ENST00000467148;ENSP00000393257_ENSG00000130589_ENST00000427522,2649,NaN
ENSP00000308383,ENSG00000130592,ENST00000311604,,562840000,0.65,9.51,18.27,29884955.75,0.34,ENSP00000308383_ENSG00000130592_ENST00000311604;ENSP00000371194_ENSG00000130592_ENST00000381775;ENSP00000383932_ENSG00000130592_ENST00000405957;ENSP00000384022_ENSG00000130592_ENST00000406638;ENSP00000400346_ENSG00000130592_ENST00000457279;ENSP00000412405_ENSG00000130592_ENST00000432093;ENSP00000416363_ENSG00000130592_ENST00000417766,339,NaN
ENSP00000252934,ENSG00000130638,ENST00000252934,,6540300,0.03,0.48,0.67,358000,0.02,ENSP00000252934_ENSG00000130638_ENST00000252934;ENSP00000370449_ENSG00000130638_ENST00000381061,475,NaN
ENSP00000252951,ENSG00000130656,ENST00000252951,,294980000,1.54,10.57,24.25,22850000,0.67,ENSP00000252951_ENSG00000130656_ENST00000252951,142,142
ENSP00000253024,ENSG00000130726,ENST00000253024,,148140000,0.22,3.72,7.56,5677125.749,0.11,ENSP00000253024_ENSG00000130726_ENST00000253024;ENSP00000342232_ENSG00000130726_ENST00000341753;ENSP00000471303_ENSG00000130726_ENST00000597136,835,NaN
ENSP00000253039,ENSG00000130741,ENST00000253039,,7589500,0.04,0.87,1.44,337669.4915,0.03,ENSP00000253039_ENSG00000130741_ENST00000253039;ENSP00000445077_ENSG00000180574_ENST00000538173;ENSP00000323063_ENSG00000180574_ENST00000322446;ENSP00000391383_ENSG00000130741_ENST00000423068,472,NaN
ENSP00000253048,ENSG00000130749,ENST00000253048,,543140,0.01,0.15,0.24,19174.98081,0.00,ENSP00000253048_ENSG00000130749_ENST00000253048;ENSP00000469684_ENSG00000130749_ENST00000601973,1303,NaN
