GO_TERM	FULL_NAME
GO:0042605	peptide antigen binding
GO:0042608	T cell receptor binding
GO:0042609	CD4 receptor binding
GO:0042610	CD8 receptor binding
GO:0042611	MHC protein complex
GO:0042612	MHC class I protein complex
GO:0042613	MHC class II protein complex
GO:0042622	photoreceptor outer segment membrane
GO:0042623	ATPase activity, coupled
GO:0042624	ATPase activity, uncoupled
GO:0042625	ATPase activity, coupled to transmembrane movement of ions
GO:0042626	ATPase activity, coupled to transmembrane movement of substances
GO:0042627	chylomicron
GO:0042629	mast cell granule
GO:0042632	cholesterol homeostasis
GO:0042633	hair cycle
GO:0042634	regulation of hair cycle
GO:0042636	negative regulation of hair cycle
GO:0042640	anagen
GO:0042641	actomyosin
GO:0042645	mitochondrial nucleoid
GO:0042659	regulation of cell fate specification
GO:0042660	positive regulation of cell fate specification
GO:0042661	regulation of mesodermal cell fate specification
GO:0042663	regulation of endodermal cell fate specification
GO:0042668	auditory receptor cell fate determination
GO:0042670	retinal cone cell differentiation
GO:0042684	cardioblast cell fate commitment
GO:0042685	cardioblast cell fate specification
GO:0042686	regulation of cardioblast cell fate specification
GO:0042692	muscle cell differentiation
GO:0042693	muscle cell fate commitment
GO:0042695	thelarche
GO:0042697	menopause
GO:0042698	ovulation cycle
GO:0042699	follicle-stimulating hormone signaling pathway
GO:0042701	progesterone secretion
GO:0042709	succinate-CoA ligase complex
GO:0042711	maternal behavior
GO:0042713	sperm ejaculation
GO:0042719	mitochondrial intermembrane space protein transporter complex
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0042723	thiamine-containing compound metabolic process
GO:0042726	flavin-containing compound metabolic process
GO:0042727	flavin-containing compound biosynthetic process
GO:0042730	fibrinolysis
GO:0042731	PH domain binding
GO:0042732	D-xylose metabolic process
GO:0042733	embryonic digit morphogenesis
GO:0042734	presynaptic membrane
GO:0042742	defense response to bacterium
GO:0042743	hydrogen peroxide metabolic process
GO:0042744	hydrogen peroxide catabolic process
GO:0042745	circadian sleep/wake cycle
GO:0042748	circadian sleep/wake cycle, non-REM sleep
GO:0042749	regulation of circadian sleep/wake cycle
GO:0042752	regulation of circadian rhythm
GO:0042753	positive regulation of circadian rhythm
GO:0042754	negative regulation of circadian rhythm
GO:0042755	eating behavior
GO:0042758	long-chain fatty acid catabolic process
GO:0042759	long-chain fatty acid biosynthetic process
GO:0042760	very long-chain fatty acid catabolic process
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0042762	regulation of sulfur metabolic process
GO:0042765	GPI-anchor transamidase complex
GO:0042766	nucleosome mobilization
GO:0042769	DNA damage response, detection of DNA damage
GO:0042770	signal transduction in response to DNA damage
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0042772	DNA damage response, signal transduction resulting in transcription
GO:0042773	ATP synthesis coupled electron transport
GO:0042775	mitochondrial ATP synthesis coupled electron transport
GO:0042776	mitochondrial ATP synthesis coupled proton transport
GO:0042779	tRNA 3'-trailer cleavage
GO:0042780	tRNA 3'-end processing
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0042788	polysomal ribosome
GO:0042789	mRNA transcription from RNA polymerase II promoter
GO:0042790	transcription of nuclear large rRNA transcript from RNA polymerase I promoter
GO:0042791	5S class rRNA transcription from RNA polymerase III type 1 promoter
GO:0042795	snRNA transcription from RNA polymerase II promoter
GO:0042796	snRNA transcription from RNA polymerase III promoter
GO:0042797	tRNA transcription from RNA polymerase III promoter
GO:0042799	histone methyltransferase activity (H4-K20 specific)
GO:0042800	histone methyltransferase activity (H3-K4 specific)
GO:0042801	polo kinase kinase activity
GO:0042802	identical protein binding
GO:0042803	protein homodimerization activity
GO:0042805	actinin binding
GO:0042806	fucose binding
GO:0042809	vitamin D receptor binding
GO:0042813	Wnt-activated receptor activity
GO:0042816	vitamin B6 metabolic process
GO:0042819	vitamin B6 biosynthetic process
GO:0042822	pyridoxal phosphate metabolic process
GO:0042823	pyridoxal phosphate biosynthetic process
GO:0042824	MHC class I peptide loading complex
GO:0042825	TAP complex
GO:0042826	histone deacetylase binding
GO:0042827	platelet dense granule
GO:0042832	defense response to protozoan
GO:0042834	peptidoglycan binding
GO:0042835	BRE binding
GO:0042839	D-glucuronate metabolic process
GO:0042840	D-glucuronate catabolic process
GO:0042851	L-alanine metabolic process
GO:0042853	L-alanine catabolic process
GO:0042866	pyruvate biosynthetic process
GO:0042886	amide transport
GO:0042887	amide transmembrane transporter activity
GO:0042891	antibiotic transport
GO:0042895	antibiotic transporter activity
GO:0042903	tubulin deacetylase activity
GO:0042904	9-cis-retinoic acid biosynthetic process
GO:0042905	9-cis-retinoic acid metabolic process
GO:0042910	xenobiotic transporter activity
GO:0042921	glucocorticoid receptor signaling pathway
GO:0042938	dipeptide transport
GO:0042939	tripeptide transport
GO:0042940	D-amino acid transport
GO:0042942	D-serine transport
GO:0042946	glucoside transport
GO:0042947	glucoside transmembrane transporter activity
GO:0042953	lipoprotein transport
GO:0042974	retinoic acid receptor binding
GO:0042975	peroxisome proliferator activated receptor binding
GO:0042976	activation of Janus kinase activity
GO:0042977	activation of JAK2 kinase activity
GO:0042978	ornithine decarboxylase activator activity
GO:0042979	ornithine decarboxylase regulator activity
GO:0042981	regulation of apoptotic process
GO:0042982	amyloid precursor protein metabolic process
GO:0042983	amyloid precursor protein biosynthetic process
GO:0042984	regulation of amyloid precursor protein biosynthetic process
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process
GO:0042986	positive regulation of amyloid precursor protein biosynthetic process
GO:0042987	amyloid precursor protein catabolic process
GO:0042989	sequestering of actin monomers
GO:0042990	regulation of transcription factor import into nucleus
GO:0042991	transcription factor import into nucleus
GO:0042992	negative regulation of transcription factor import into nucleus
GO:0042993	positive regulation of transcription factor import into nucleus
GO:0042994	cytoplasmic sequestering of transcription factor
GO:0042995	cell projection
GO:0042996	regulation of Golgi to plasma membrane protein transport
GO:0042997	negative regulation of Golgi to plasma membrane protein transport
GO:0042998	positive regulation of Golgi to plasma membrane protein transport
GO:0042999	regulation of Golgi to plasma membrane CFTR protein transport
GO:0043000	Golgi to plasma membrane CFTR protein transport
GO:0043001	Golgi to plasma membrane protein transport
GO:0043002	negative regulation of Golgi to plasma membrane CFTR protein transport
GO:0043004	cytoplasmic sequestering of CFTR protein
GO:0043005	neuron projection
GO:0043008	ATP-dependent protein binding
GO:0043009	chordate embryonic development
GO:0043010	camera-type eye development
GO:0043011	myeloid dendritic cell differentiation
GO:0043014	alpha-tubulin binding
GO:0043015	gamma-tubulin binding
GO:0043016	regulation of lymphotoxin A biosynthetic process
GO:0043017	positive regulation of lymphotoxin A biosynthetic process
GO:0043020	NADPH oxidase complex
GO:0043021	ribonucleoprotein complex binding
GO:0043022	ribosome binding
GO:0043023	ribosomal large subunit binding
GO:0043024	ribosomal small subunit binding
GO:0043025	neuronal cell body
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process
GO:0043029	T cell homeostasis
GO:0043030	regulation of macrophage activation
GO:0043031	negative regulation of macrophage activation
GO:0043032	positive regulation of macrophage activation
GO:0043033	isoamylase complex
GO:0043034	costamere
GO:0043035	chromatin insulator sequence binding
GO:0043038	amino acid activation
GO:0043039	tRNA aminoacylation
GO:0043043	peptide biosynthetic process
GO:0043044	ATP-dependent chromatin remodeling
GO:0043045	DNA methylation involved in embryo development
GO:0043046	DNA methylation involved in gamete generation
GO:0043047	single-stranded telomeric DNA binding
GO:0043048	dolichyl monophosphate biosynthetic process
GO:0043060	meiotic metaphase I plate congression
GO:0043062	extracellular structure organization
GO:0043065	positive regulation of apoptotic process
GO:0043066	negative regulation of apoptotic process
GO:0043067	regulation of programmed cell death
GO:0043068	positive regulation of programmed cell death
GO:0043069	negative regulation of programmed cell death
GO:0043073	germ cell nucleus
GO:0043084	penile erection
GO:0043085	positive regulation of catalytic activity
GO:0043086	negative regulation of catalytic activity
GO:0043087	regulation of GTPase activity
GO:0043088	regulation of Cdc42 GTPase activity
GO:0043089	positive regulation of Cdc42 GTPase activity
GO:0043090	amino acid import
GO:0043092	L-amino acid import
GO:0043094	cellular metabolic compound salvage
GO:0043095	regulation of GTP cyclohydrolase I activity
GO:0043096	purine nucleobase salvage
GO:0043097	pyrimidine nucleoside salvage
GO:0043101	purine-containing compound salvage
GO:0043102	amino acid salvage
GO:0043103	hypoxanthine salvage
GO:0043105	negative regulation of GTP cyclohydrolase I activity
GO:0043111	replication fork arrest
GO:0043112	receptor metabolic process
GO:0043113	receptor clustering
GO:0043114	regulation of vascular permeability
GO:0043116	negative regulation of vascular permeability
GO:0043117	positive regulation of vascular permeability
GO:0043120	tumor necrosis factor binding
GO:0043121	neurotrophin binding
GO:0043122	regulation of I-kappaB kinase/NF-kappaB cascade
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB cascade
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB cascade
GO:0043125	ErbB-3 class receptor binding
GO:0043126	regulation of 1-phosphatidylinositol 4-kinase activity
GO:0043128	positive regulation of 1-phosphatidylinositol 4-kinase activity
GO:0043129	surfactant homeostasis
GO:0043130	ubiquitin binding
GO:0043132	NAD transport
GO:0043137	DNA replication, removal of RNA primer
GO:0043138	3'-5' DNA helicase activity
GO:0043139	5'-3' DNA helicase activity
GO:0043140	ATP-dependent 3'-5' DNA helicase activity
GO:0043141	ATP-dependent 5'-3' DNA helicase activity
GO:0043142	single-stranded DNA-dependent ATPase activity
GO:0043146	spindle stabilization
GO:0043148	mitotic spindle stabilization
GO:0043149	stress fiber assembly
GO:0043153	entrainment of circadian clock by photoperiod
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043159	acrosomal matrix
GO:0043161	proteasomal ubiquitin-dependent protein catabolic process
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043167	ion binding
GO:0043168	anion binding
GO:0043169	cation binding
GO:0043170	macromolecule metabolic process
GO:0043171	peptide catabolic process
GO:0043173	nucleotide salvage
GO:0043174	nucleoside salvage
GO:0043175	RNA polymerase core enzyme binding
GO:0043177	organic acid binding
GO:0043178	alcohol binding
GO:0043179	rhythmic excitation
GO:0043181	vacuolar sequestering
GO:0043183	vascular endothelial growth factor receptor 1 binding
GO:0043184	vascular endothelial growth factor receptor 2 binding
GO:0043186	P granule
GO:0043189	H4/H2A histone acetyltransferase complex
GO:0043190	ATP-binding cassette (ABC) transporter complex
GO:0043194	axon initial segment
GO:0043195	terminal bouton
GO:0043196	varicosity
GO:0043197	dendritic spine
GO:0043198	dendritic shaft
GO:0043200	response to amino acid stimulus
GO:0043201	response to leucine
GO:0043202	lysosomal lumen
GO:0043204	perikaryon
GO:0043205	fibril
GO:0043206	extracellular fibril organization
GO:0043208	glycosphingolipid binding
GO:0043209	myelin sheath
GO:0043217	myelin maintenance
GO:0043218	compact myelin
GO:0043219	lateral loop
GO:0043220	Schmidt-Lanterman incisure
GO:0043221	SMC family protein binding
GO:0043226	organelle
GO:0043227	membrane-bounded organelle
GO:0043228	non-membrane-bounded organelle
GO:0043229	intracellular organelle
GO:0043230	extracellular organelle
GO:0043231	intracellular membrane-bounded organelle
GO:0043232	intracellular non-membrane-bounded organelle
GO:0043233	organelle lumen
GO:0043234	protein complex
GO:0043235	receptor complex
GO:0043236	laminin binding
GO:0043237	laminin-1 binding
GO:0043240	Fanconi anaemia nuclear complex
GO:0043241	protein complex disassembly
GO:0043242	negative regulation of protein complex disassembly
GO:0043243	positive regulation of protein complex disassembly
GO:0043244	regulation of protein complex disassembly
GO:0043245	extraorganismal space
GO:0043247	telomere maintenance in response to DNA damage
GO:0043248	proteasome assembly
GO:0043249	erythrocyte maturation
GO:0043252	sodium-independent organic anion transport
GO:0043254	regulation of protein complex assembly
GO:0043255	regulation of carbohydrate biosynthetic process
GO:0043256	laminin complex
GO:0043259	laminin-10 complex
GO:0043260	laminin-11 complex
GO:0043262	adenosine-diphosphatase activity
GO:0043266	regulation of potassium ion transport
GO:0043267	negative regulation of potassium ion transport
GO:0043268	positive regulation of potassium ion transport
GO:0043269	regulation of ion transport
GO:0043270	positive regulation of ion transport
GO:0043271	negative regulation of ion transport
GO:0043274	phospholipase binding
GO:0043276	anoikis
GO:0043277	apoptotic cell clearance
GO:0043278	response to morphine
GO:0043279	response to alkaloid
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043292	contractile fiber
GO:0043293	apoptosome
GO:0043295	glutathione binding
GO:0043296	apical junction complex
GO:0043297	apical junction assembly
GO:0043299	leukocyte degranulation
GO:0043300	regulation of leukocyte degranulation
GO:0043301	negative regulation of leukocyte degranulation
GO:0043302	positive regulation of leukocyte degranulation
GO:0043303	mast cell degranulation
GO:0043304	regulation of mast cell degranulation
GO:0043305	negative regulation of mast cell degranulation
GO:0043306	positive regulation of mast cell degranulation
GO:0043307	eosinophil activation
GO:0043308	eosinophil degranulation
GO:0043312	neutrophil degranulation
GO:0043313	regulation of neutrophil degranulation
GO:0043314	negative regulation of neutrophil degranulation
GO:0043316	cytotoxic T cell degranulation
GO:0043320	natural killer cell degranulation
GO:0043324	pigment metabolic process involved in developmental pigmentation
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding
GO:0043330	response to exogenous dsRNA
GO:0043331	response to dsRNA
GO:0043353	enucleate erythrocyte differentiation
GO:0043366	beta selection
GO:0043367	CD4-positive, alpha-beta T cell differentiation
GO:0043368	positive T cell selection
GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation
GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment
GO:0043374	CD8-positive, alpha-beta T cell differentiation
GO:0043375	CD8-positive, alpha-beta T cell lineage commitment
GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation
GO:0043378	positive regulation of CD8-positive, alpha-beta T cell differentiation
GO:0043379	memory T cell differentiation
GO:0043380	regulation of memory T cell differentiation
GO:0043382	positive regulation of memory T cell differentiation
GO:0043383	negative T cell selection
GO:0043388	positive regulation of DNA binding
GO:0043392	negative regulation of DNA binding
GO:0043393	regulation of protein binding
GO:0043394	proteoglycan binding
GO:0043395	heparan sulfate proteoglycan binding
GO:0043396	corticotropin-releasing hormone secretion
GO:0043397	regulation of corticotropin-releasing hormone secretion
GO:0043398	HLH domain binding
GO:0043400	cortisol secretion
GO:0043401	steroid hormone mediated signaling pathway
GO:0043402	glucocorticoid mediated signaling pathway
GO:0043403	skeletal muscle tissue regeneration
GO:0043405	regulation of MAP kinase activity
GO:0043406	positive regulation of MAP kinase activity
GO:0043407	negative regulation of MAP kinase activity
GO:0043408	regulation of MAPK cascade
GO:0043409	negative regulation of MAPK cascade
GO:0043410	positive regulation of MAPK cascade
GO:0043412	macromolecule modification
GO:0043413	macromolecule glycosylation
GO:0043414	macromolecule methylation
GO:0043418	homocysteine catabolic process
GO:0043420	anthranilate metabolic process
GO:0043422	protein kinase B binding
GO:0043423	3-phosphoinositide-dependent protein kinase binding
GO:0043425	bHLH transcription factor binding
GO:0043426	MRF binding
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity
GO:0043434	response to peptide hormone stimulus
GO:0043436	oxoacid metabolic process
GO:0043455	regulation of secondary metabolic process
GO:0043456	regulation of pentose-phosphate shunt
GO:0043457	regulation of cellular respiration
GO:0043461	proton-transporting ATP synthase complex assembly
GO:0043462	regulation of ATPase activity
GO:0043467	regulation of generation of precursor metabolites and energy
GO:0043470	regulation of carbohydrate catabolic process
GO:0043471	regulation of cellular carbohydrate catabolic process
GO:0043473	pigmentation
GO:0043474	pigment metabolic process involved in pigmentation
GO:0043476	pigment accumulation
GO:0043482	cellular pigment accumulation
GO:0043484	regulation of RNA splicing
GO:0043485	endosome to pigment granule transport
GO:0043486	histone exchange
GO:0043487	regulation of RNA stability
GO:0043488	regulation of mRNA stability
GO:0043489	RNA stabilization
GO:0043490	malate-aspartate shuttle
GO:0043491	protein kinase B signaling cascade
GO:0043492	ATPase activity, coupled to movement of substances
GO:0043495	protein anchor
GO:0043496	regulation of protein homodimerization activity
GO:0043497	regulation of protein heterodimerization activity
GO:0043500	muscle adaptation
GO:0043501	skeletal muscle adaptation
GO:0043502	regulation of muscle adaptation
GO:0043504	mitochondrial DNA repair
GO:0043506	regulation of JUN kinase activity
GO:0043507	positive regulation of JUN kinase activity
GO:0043508	negative regulation of JUN kinase activity
GO:0043515	kinetochore binding
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043519	regulation of myosin II filament organization
GO:0043522	leucine zipper domain binding
GO:0043523	regulation of neuron apoptotic process
GO:0043524	negative regulation of neuron apoptotic process
GO:0043525	positive regulation of neuron apoptotic process
GO:0043527	tRNA methyltransferase complex
GO:0043531	ADP binding
GO:0043532	angiostatin binding
GO:0043533	inositol 1,3,4,5 tetrakisphosphate binding
GO:0043534	blood vessel endothelial cell migration
GO:0043535	regulation of blood vessel endothelial cell migration
GO:0043536	positive regulation of blood vessel endothelial cell migration
GO:0043537	negative regulation of blood vessel endothelial cell migration
GO:0043538	regulation of actin phosphorylation
GO:0043539	protein serine/threonine kinase activator activity
GO:0043542	endothelial cell migration
GO:0043543	protein acylation
GO:0043545	molybdopterin cofactor metabolic process
GO:0043546	molybdopterin cofactor binding
GO:0043547	positive regulation of GTPase activity
GO:0043548	phosphatidylinositol 3-kinase binding
GO:0043549	regulation of kinase activity
GO:0043550	regulation of lipid kinase activity
GO:0043551	regulation of phosphatidylinositol 3-kinase activity
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity
GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity
GO:0043555	regulation of translation in response to stress
GO:0043556	regulation of translation in response to oxidative stress
GO:0043558	regulation of translational initiation in response to stress
GO:0043559	insulin binding
GO:0043560	insulin receptor substrate binding
GO:0043564	Ku70:Ku80 complex
GO:0043565	sequence-specific DNA binding
GO:0043566	structure-specific DNA binding
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway
GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway
GO:0043569	negative regulation of insulin-like growth factor receptor signaling pathway
GO:0043570	maintenance of DNA repeat elements
GO:0043574	peroxisomal transport
GO:0043576	regulation of respiratory gaseous exchange
GO:0043578	nuclear matrix organization
GO:0043583	ear development
GO:0043584	nose development
GO:0043585	nose morphogenesis
GO:0043586	tongue development
GO:0043587	tongue morphogenesis
GO:0043588	skin development
GO:0043589	skin morphogenesis
GO:0043596	nuclear replication fork
GO:0043601	nuclear replisome
GO:0043602	nitrate catabolic process
GO:0043603	cellular amide metabolic process
GO:0043604	amide biosynthetic process
GO:0043610	regulation of carbohydrate utilization
GO:0043615	astrocyte cell migration
GO:0043616	keratinocyte proliferation
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
GO:0043620	regulation of DNA-dependent transcription in response to stress
GO:0043621	protein self-association
GO:0043623	cellular protein complex assembly
GO:0043624	cellular protein complex disassembly
GO:0043625	delta DNA polymerase complex
GO:0043626	PCNA complex
GO:0043627	response to estrogen stimulus
GO:0043628	ncRNA 3'-end processing
GO:0043631	RNA polyadenylation
GO:0043632	modification-dependent macromolecule catabolic process
GO:0043633	polyadenylation-dependent RNA catabolic process
GO:0043634	polyadenylation-dependent ncRNA catabolic process
GO:0043643	tetracycline metabolic process
GO:0043647	inositol phosphate metabolic process
GO:0043648	dicarboxylic acid metabolic process
GO:0043649	dicarboxylic acid catabolic process
GO:0043650	dicarboxylic acid biosynthetic process
GO:0043651	linoleic acid metabolic process
GO:0043652	engulfment of apoptotic cell
GO:0043653	mitochondrial fragmentation involved in apoptotic process
GO:0043654	recognition of apoptotic cell
GO:0043656	intracellular region of host
GO:0043657	host cell
GO:0043666	regulation of phosphoprotein phosphatase activity
GO:0043679	axon terminus
GO:0043682	copper-transporting ATPase activity
GO:0043686	co-translational protein modification
GO:0043687	post-translational protein modification
GO:0043691	reverse cholesterol transport
GO:0043696	dedifferentiation
GO:0043697	cell dedifferentiation
GO:0043733	DNA-3-methylbase glycosylase activity
GO:0043734	DNA-N1-methyladenine dioxygenase activity
GO:0043754	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
GO:0043783	oxidoreductase activity, oxidizing metal ions with flavin as acceptor
GO:0043795	glyceraldehyde oxidoreductase activity
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
GO:0043843	ADP-specific glucokinase activity
GO:0043865	methionine transmembrane transporter activity
GO:0043874	acireductone synthase activity
GO:0043890	N-acetylgalactosamine-6-sulfatase activity
GO:0043900	regulation of multi-organism process
GO:0043901	negative regulation of multi-organism process
GO:0043902	positive regulation of multi-organism process
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism
GO:0043916	DNA-7-methylguanine glycosylase activity
GO:0043921	modulation by host of viral transcription
GO:0043922	negative regulation by host of viral transcription
GO:0043923	positive regulation by host of viral transcription
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
GO:0043931	ossification involved in bone maturation
GO:0043933	macromolecular complex subunit organization
GO:0043949	regulation of cAMP-mediated signaling
GO:0043950	positive regulation of cAMP-mediated signaling
GO:0043951	negative regulation of cAMP-mediated signaling
GO:0043954	cellular component maintenance
GO:0043966	histone H3 acetylation
GO:0043967	histone H4 acetylation
GO:0043968	histone H2A acetylation
GO:0043969	histone H2B acetylation
GO:0043970	histone H3-K9 acetylation
GO:0043973	histone H3-K4 acetylation
GO:0043974	histone H3-K27 acetylation
GO:0043981	histone H4-K5 acetylation
GO:0043982	histone H4-K8 acetylation
GO:0043983	histone H4-K12 acetylation
GO:0043984	histone H4-K16 acetylation
GO:0043985	histone H4-R3 methylation
GO:0043987	histone H3-S10 phosphorylation
GO:0043988	histone H3-S28 phosphorylation
GO:0043990	histone H2A-S1 phosphorylation
GO:0043997	histone acetyltransferase activity (H4-K12 specific)
GO:0044003	modification by symbiont of host morphology or physiology
GO:0044007	dissemination or transmission of symbiont from host
GO:0044020	histone methyltransferase activity (H4-R3 specific)
GO:0044026	DNA hypermethylation
GO:0044027	hypermethylation of CpG island
GO:0044028	DNA hypomethylation
GO:0044029	hypomethylation of CpG island
GO:0044030	regulation of DNA methylation
GO:0044036	cell wall macromolecule metabolic process
GO:0044042	glucan metabolic process
GO:0044057	regulation of system process
GO:0044058	regulation of digestive system process
GO:0044060	regulation of endocrine process
GO:0044062	regulation of excretion
GO:0044065	regulation of respiratory system process
GO:0044068	modulation by symbiont of host cellular process
GO:0044070	regulation of anion transport
GO:0044085	cellular component biogenesis
GO:0044087	regulation of cellular component biogenesis
GO:0044088	regulation of vacuole organization
GO:0044089	positive regulation of cellular component biogenesis
GO:0044091	membrane biogenesis
GO:0044092	negative regulation of molecular function
GO:0044093	positive regulation of molecular function
GO:0044106	cellular amine metabolic process
GO:0044107	cellular alcohol metabolic process
GO:0044108	cellular alcohol biosynthetic process
GO:0044110	growth involved in symbiotic interaction
GO:0044111	development involved in symbiotic interaction
GO:0044116	growth of symbiont involved in interaction with host
GO:0044117	growth of symbiont in host
GO:0044126	regulation of growth of symbiont in host
GO:0044130	negative regulation of growth of symbiont in host
GO:0044144	modulation of growth of symbiont involved in interaction with host
GO:0044146	negative regulation of growth of symbiont involved in interaction with host
GO:0044154	histone H3-K14 acetylation
GO:0044183	protein binding involved in protein folding
GO:0044194	cytolytic granule
GO:0044205	'de novo' UMP biosynthetic process
GO:0044206	UMP salvage
GO:0044208	'de novo' AMP biosynthetic process
GO:0044209	AMP salvage
GO:0044210	'de novo' CTP biosynthetic process
GO:0044211	CTP salvage
GO:0044212	transcription regulatory region DNA binding
GO:0044215	other organism
GO:0044216	other organism cell
GO:0044217	other organism part
GO:0044218	other organism cell membrane
GO:0044221	host cell synapse
GO:0044224	juxtaparanode region of axon
GO:0044231	host cell presynaptic membrane
GO:0044236	multicellular organismal metabolic process
GO:0044237	cellular metabolic process
GO:0044238	primary metabolic process
GO:0044241	lipid digestion
GO:0044242	cellular lipid catabolic process
GO:0044243	multicellular organismal catabolic process
GO:0044246	regulation of multicellular organismal metabolic process
GO:0044247	cellular polysaccharide catabolic process
GO:0044248	cellular catabolic process
GO:0044249	cellular biosynthetic process
GO:0044252	negative regulation of multicellular organismal metabolic process
GO:0044253	positive regulation of multicellular organismal metabolic process
GO:0044254	multicellular organismal protein catabolic process
GO:0044255	cellular lipid metabolic process
GO:0044256	protein digestion
GO:0044257	cellular protein catabolic process
GO:0044259	multicellular organismal macromolecule metabolic process
GO:0044260	cellular macromolecule metabolic process
GO:0044262	cellular carbohydrate metabolic process
GO:0044264	cellular polysaccharide metabolic process
GO:0044265	cellular macromolecule catabolic process
GO:0044266	multicellular organismal macromolecule catabolic process
GO:0044267	cellular protein metabolic process
GO:0044268	multicellular organismal protein metabolic process
GO:0044270	cellular nitrogen compound catabolic process
GO:0044271	cellular nitrogen compound biosynthetic process
GO:0044272	sulfur compound biosynthetic process
GO:0044273	sulfur compound catabolic process
GO:0044275	cellular carbohydrate catabolic process
GO:0044279	other organism membrane
GO:0044281	small molecule metabolic process
GO:0044282	small molecule catabolic process
GO:0044283	small molecule biosynthetic process
GO:0044291	cell-cell contact zone
GO:0044292	dendrite terminus
GO:0044294	dendritic growth cone
GO:0044295	axonal growth cone
GO:0044297	cell body
GO:0044300	cerebellar mossy fiber
GO:0044304	main axon
GO:0044306	neuron projection terminus
GO:0044309	neuron spine
GO:0044313	protein K6-linked deubiquitination
GO:0044314	protein K27-linked ubiquitination
GO:0044319	wound healing, spreading of cells
GO:0044320	cellular response to leptin stimulus
GO:0044321	response to leptin stimulus
GO:0044322	endoplasmic reticulum quality control compartment
GO:0044323	retinoic acid-responsive element binding
GO:0044324	regulation of transcription involved in anterior/posterior axis specification
GO:0044325	ion channel binding
GO:0044327	dendritic spine head
GO:0044331	cell-cell adhesion mediated by cadherin
GO:0044332	Wnt receptor signaling pathway involved in dorsal/ventral axis specification
GO:0044334	canonical Wnt receptor signaling pathway involved in positive regulation of epithelial to mesenchymal transition
GO:0044335	canonical Wnt receptor signaling pathway involved in neural crest cell differentiation
GO:0044336	canonical Wnt receptor signaling pathway involved in negative regulation of apoptotic process
GO:0044337	canonical Wnt receptor signaling pathway involved in positive regulation of apoptotic process
GO:0044340	canonical Wnt receptor signaling pathway involved in regulation of cell proliferation
GO:0044342	type B pancreatic cell proliferation
GO:0044344	cellular response to fibroblast growth factor stimulus
GO:0044346	fibroblast apoptotic process
GO:0044349	DNA excision
GO:0044351	macropinocytosis
GO:0044364	disruption of cells of other organism
GO:0044375	regulation of peroxisome size
GO:0044380	protein localization to cytoskeleton
GO:0044381	glucose import in response to insulin stimulus
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation
GO:0044389	small conjugating protein ligase binding
GO:0044390	small protein conjugating enzyme binding
GO:0044391	ribosomal subunit
GO:0044395	protein targeting to vacuolar membrane
GO:0044403	symbiosis, encompassing mutualism through parasitism
GO:0044406	adhesion to host
GO:0044409	entry into host
GO:0044413	avoidance of host defenses
GO:0044415	evasion or tolerance of host defenses
GO:0044416	induction by symbiont of host defense response
GO:0044419	interspecies interaction between organisms
GO:0044420	extracellular matrix part
